average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.108008,-0.03250451048836112,0.12580824,0.08766241367906331,78.74,-0.02,84.22,-0.62,0.3295061388898195,813,3432,143.0,36608,292864
2.1540227,-0.03313974693417549,0.22145131,0.07131402676925064,78.58,0.18,85.02,-0.55,0.4782266124169777,811,3456,144.0,36864,294912
2.2161036,-0.0343305130302906,0.14505616,0.059818322416394946,80.21,0.37,79.17,-0.36,0.29224250302583177,806,3480,145.0,37120,296960
2.1746714,-0.034471660386770964,0.10294995,0.07088178971782327,80.73,0.03,82.27,-0.35,0.4505472958806499,809,3504,146.0,37376,299008
2.1641262,-0.035240649860352274,0.13714515,0.07231287779286504,81.44,-0.05,81.34,-0.36,0.44688121622139276,810,3528,147.0,37632,301056
2.1290367,-0.0364031580183655,0.20411593,0.07498221462592483,82.73,-0.06,80.36,-0.59,0.4107442567759795,814,3552,148.0,37888,303104
2.179228,-0.035633374163880946,0.11494008,0.08210224013775587,84.53,-0.28,82.52,-1.05,0.42384146441270676,810,3576,149.0,38144,305152
2.1325698,-0.03367433797102422,-0.017115327,0.07384850479662418,82.71,-0.22,79.8,-1.21,0.5182310884248992,804,3600,150.0,38400,307200
2.0893376,-0.033749533058144154,0.031968884,0.07484322339296341,78.43,-0.26,80.35,-1.05,0.3921177125913534,802,3624,151.0,38656,309248
2.1539814,-0.032729138950817284,0.06510602,0.07333224665373564,77.26,-0.26,82.42,-1.15,0.3723562888507811,802,3648,152.0,38912,311296
2.1629703,-0.03473438809160143,0.17948148,0.07284245979040861,75.86,-0.12,82.48,-0.73,0.41926001977744176,808,3672,153.0,39168,313344
2.0732882,-0.036998261781409386,0.047995925,0.06808630671352148,77.17,0.04,81.34,-0.46,0.47867965569322757,805,3696,154.0,39424,315392
2.1900606,-0.03777874054387212,0.07341358,0.0708798374608159,78.7,-0.03,78.64,-0.49,0.42269765330794395,809,3720,155.0,39680,317440
2.269698,-0.037761675463989376,0.092511185,0.08100985005497932,79.02,-0.3,76.89,-0.42,0.42621636702953203,809,3744,156.0,39936,319488
2.245694,-0.03560603086836636,0.21937768,0.08778396263718605,81.12,-0.39,79.94,-0.55,0.5106208473415326,809,3768,157.0,40192,321536
2.1733482,-0.036705409912392496,0.04865916,0.09229462921619415,82.21,-0.37,79.88,-0.61,0.5439552547190708,806,3792,158.0,40448,323584
2.1304176,-0.03667055217549205,-0.014409652,0.08334612092003227,82.77,-0.24,82.18,-0.37,0.6081448309633259,813,3816,159.0,40704,325632
2.2461677,-0.03797747945412994,0.18373117,0.08331019358709454,84.02,-0.06,83.96,-0.2,0.43914428323993515,815,3840,160.0,40960,327680
2.2691112,-0.03898069082759321,-0.110829465,0.09336883770301938,82.16,0.05,82.82,-0.16,0.5149906774572306,810,3864,161.0,41216,329728
2.188812,-0.04065199337899685,-0.109203406,0.0955215565301478,84.22,-0.15,83.57,-0.33,0.38130279456633487,806,3888,162.0,41472,331776
2.239844,-0.038767502326518294,-0.00449144,0.09673159511759877,85.34,-0.1,79.85,-0.22,0.4669568317730024,806,3912,163.0,41728,333824
2.1702154,-0.03759394249878824,-0.076276034,0.08964322485029698,84.82,0.01,78.35,-0.19,0.5236630645229028,804,3936,164.0,41984,335872
2.209837,-0.038828841727226976,0.15735547,0.08076162766665221,89.97,-0.35,83.23,-0.18,0.24969017077012123,811,3960,165.0,42240,337920
2.1280265,-0.03911296146921814,0.090258345,0.07945845164358616,86.14,-0.28,86.56,0.12,0.48831639996143583,807,3984,166.0,42496,339968
2.1661363,-0.04035855713300407,0.092488274,0.08203391548246146,89.28,-0.27,86.2,0.04,0.4703121460381342,803,4008,167.0,42752,342016
2.22301,-0.03783862106502056,0.07134825,0.09065983556210995,88.37,-0.42,89.69,-0.2,0.39841308821910426,802,4032,168.0,43008,344064
2.152952,-0.038640958247706296,-0.012946836,0.08589739717543125,89.91,-0.35,88.13,0.13,0.4104581305437669,804,4056,169.0,43264,346112
2.1508482,-0.040441457265987996,0.084080756,0.07709419719874859,90.66,-0.02,85.92,0.15,0.3461782598464097,808,4080,170.0,43520,348160
2.1964948,-0.0414195076841861,0.06964578,0.07328152939677239,84.08,0.19,86.02,0.08,0.4250073614179455,807,4104,171.0,43776,350208
2.1933017,-0.039725929023697974,0.19595517,0.06013473944738507,85.02,0.38,86.6,-0.18,0.355491783481822,806,4128,172.0,44032,352256
2.0814621,-0.04108629482798278,0.17759731,0.06659809244796634,86.64,0.45,85.08,-0.21,0.3662821689823086,809,4152,173.0,44288,354304
2.1557226,-0.04275122599676252,0.24083295,0.061045107152313,87.54,0.44,86.57,-0.44,0.37897753046732374,808,4176,174.0,44544,356352
2.0343206,-0.0423044416308403,0.34134942,0.06813507178798318,90.38,0.23,87.19,-0.67,0.48746791934823996,810,4200,175.0,44800,358400
2.024788,-0.041657649083063006,0.3816347,0.07513386700302363,96.56,0.32,86.36,-0.73,0.48828656367569234,809,4224,176.0,45056,360448
2.0868428,-0.041564715281128886,0.26234826,0.08130598712712526,94.17,0.0,87.53,-0.36,0.3666299909170213,803,4248,177.0,45312,362496
2.0622013,-0.03763775241561234,0.36202496,0.09287070587277413,91.16,-0.14,86.96,-0.36,0.6264018537852665,806,4272,178.0,45568,364544
2.0205534,-0.03703145315870643,0.26806036,0.09211051519960164,94.0,-0.03,84.15,-0.09,0.2622354646820344,810,4296,179.0,45824,366592
2.0297444,-0.03625906225293875,0.32950836,0.0900241819024086,89.73,0.2,80.94,0.09,0.5432888698659497,804,4320,180.0,46080,368640
2.063583,-0.039090439965948465,0.24553297,0.09463999819010496,91.97,0.14,83.65,-0.22,0.4896436177082031,804,4344,181.0,46336,370688
2.0032809,-0.037279374124482276,0.34989694,0.09336267914623023,94.59,0.43,81.62,-0.12,0.5043152811491136,807,4368,182.0,46592,372736
2.0286846,-0.03877722914330661,0.3517165,0.09000122852623463,97.06,0.63,79.07,-0.07,0.6457084925503174,808,4392,183.0,46848,374784
2.0427535,-0.04095154682174325,0.4584239,0.09169267766177654,94.58,0.61,82.1,0.23,0.515369848003294,807,4416,184.0,47104,376832
1.9848896,-0.04035034442320466,0.37914553,0.07760985027998686,94.95,0.66,86.84,0.49,0.5614254868999554,806,4440,185.0,47360,378880
2.0736177,-0.03895382415503264,0.4130988,0.08373002868145704,90.07,0.68,85.24,0.4,0.5515222396568185,807,4464,186.0,47616,380928
2.0488052,-0.04071911843493581,0.47202244,0.08794438440352678,90.35,0.66,85.1,0.48,0.6531306731529268,810,4488,187.0,47872,382976
1.9616873,-0.03931940722279251,0.4011874,0.08697465475648641,86.25,0.68,87.05,0.12,0.6859129195474507,815,4512,188.0,48128,385024
1.9591721,-0.041881483262404796,0.348331,0.08673358276486397,86.06,0.75,85.68,0.24,0.6522111979024091,812,4536,189.0,48384,387072
