average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.329324,-0.03580261438153684,-0.07212826,0.09182045962661504,80.95,-1.19,77.04,-0.28,0.2886444514018093,794,1608,67.0,17152,137216
2.3749256,-0.03504462041892111,-0.115369596,0.09930897291749716,81.29,-1.52,78.22,-0.44,0.4836638339909346,815,1632,68.0,17408,139264
2.4267519,-0.03657699641771615,-0.18272276,0.11815727017819881,79.41,-1.56,78.78,-1.2,0.42376218277817934,819,1656,69.0,17664,141312
2.39809,-0.03713741530664265,-0.20909882,0.10917254127562045,78.7,-1.32,78.94,-1.23,0.4658041197062166,818,1680,70.0,17920,143360
2.358079,-0.04067975555546582,-0.04192016,0.10647169981151819,82.12,-1.22,81.94,-1.58,0.3752438001474808,812,1704,71.0,18176,145408
2.3612497,-0.037490658927708864,0.05171941,0.10876346070319415,79.11,-1.09,81.69,-1.52,0.43611547490742064,804,1728,72.0,18432,147456
2.3598332,-0.034937058072537185,-0.042102523,0.11951232824474572,78.52,-1.01,80.13,-1.01,0.2897479535107841,815,1752,73.0,18688,149504
2.4075577,-0.03410663040354848,-0.0601043,0.12071804244071245,78.5,-1.12,83.16,-1.46,0.48183471831713476,817,1776,74.0,18944,151552
2.1891646,-0.03441924517042935,-0.100599185,0.11891094334423542,75.79,-0.75,79.47,-1.07,0.6202790346335751,823,1800,75.0,19200,153600
2.2981443,-0.03307035146281123,0.0012630253,0.11194953832775355,76.68,-0.95,80.06,-1.0,0.5789980500385128,808,1824,76.0,19456,155648
2.2237794,-0.0374391679931432,-0.10260753,0.08808450352400542,75.72,-0.86,84.67,-1.31,0.5615309532013426,781,1848,77.0,19712,157696
2.1758292,-0.03718698604032397,0.008623409,0.08316602509468794,74.35,-0.52,81.35,-1.08,0.6360854307628974,785,1872,78.0,19968,159744
2.2027135,-0.039030718868598345,0.03809751,0.08394191268831491,75.7,-0.8,79.97,-1.01,0.45497360803884335,775,1896,79.0,20224,161792
2.2575054,-0.03826791850849986,-0.092796125,0.0845777915045619,76.14,-0.83,78.44,-1.17,0.46579587117322785,768,1920,80.0,20480,163840
2.130419,-0.03710028412286192,-0.13368365,0.09059017099440098,74.18,-0.66,77.33,-0.8,0.36841305374009103,787,1944,81.0,20736,165888
2.0920937,-0.03697597721125931,0.013886141,0.09480780180543662,74.28,-0.77,77.72,-1.14,0.5843577958062672,791,1968,82.0,20992,167936
2.0873628,-0.03617415759246796,-0.23161344,0.08999373104423285,74.45,-0.91,76.87,-1.39,0.7136017048848842,794,1992,83.0,21248,169984
2.1218896,-0.037329075797460975,-0.09445039,0.09809277907013893,75.76,-1.11,75.27,-1.0,0.6823431044453125,799,2016,84.0,21504,172032
2.2214713,-0.03827215915545821,-0.054172583,0.08905256535857915,79.52,-1.11,72.99,-1.08,0.6598049035741351,798,2040,85.0,21760,174080
2.2177286,-0.03541827073320746,-0.043212395,0.07774299677461385,82.99,-0.95,73.79,-0.77,0.24432741573357242,805,2064,86.0,22016,176128
2.2282393,-0.035912443893030284,0.0051451796,0.06948261493816972,80.99,-0.41,75.92,-0.54,0.3025062511869313,798,2088,87.0,22272,178176
2.1421883,-0.03235094231553376,-0.05772176,0.0542818265222013,77.94,-0.06,77.94,-0.72,0.3931622626559349,804,2112,88.0,22528,180224
2.1661491,-0.031215932983905077,-0.1109754,0.054910256806761024,76.09,-0.2,79.69,-0.81,0.554749849815692,801,2136,89.0,22784,182272
2.172892,-0.03377807061187923,-0.044796016,0.06534628519788384,76.87,-0.36,80.23,-0.84,0.38144339932551785,777,2160,90.0,23040,184320
2.190707,-0.03633909909054637,-0.008671016,0.07383890690281987,77.37,-0.45,77.2,-1.13,0.28708643761170294,800,2184,91.0,23296,186368
2.1110098,-0.0369254051707685,-0.08056834,0.07888474967330694,81.49,-0.49,77.32,-1.05,0.541022906929438,820,2208,92.0,23552,188416
2.1314247,-0.04044453342445195,-0.042636313,0.07669462084770202,80.26,-0.53,75.06,-0.55,0.544963718735171,805,2232,93.0,23808,190464
2.1384337,-0.0374249551538378,-0.10294482,0.06950051110237837,78.77,-0.44,74.28,-0.63,0.4496676707777768,807,2256,94.0,24064,192512
2.123602,-0.035124334674328565,-0.09098592,0.07192980442196131,78.61,-0.4,75.99,-0.71,0.41913356571812665,806,2280,95.0,24320,194560
2.15633,-0.03632018703967333,0.1103743,0.06982239589095116,77.22,-0.35,76.96,-0.98,0.5207258358799431,821,2304,96.0,24576,196608
2.1761112,-0.03481813558377325,-0.032975823,0.07349496617913247,81.41,-0.28,81.04,-1.26,0.566097613640039,813,2328,97.0,24832,198656
2.1743453,-0.034921314399689436,-0.022485783,0.09218713767826557,83.3,-0.39,80.06,-1.01,0.40980357305700366,812,2352,98.0,25088,200704
2.156584,-0.03667892776429653,-0.053701676,0.08985191419720649,80.76,-0.59,80.33,-0.8,0.32639649496700085,810,2376,99.0,25344,202752
2.0972428,-0.03448969160206616,-0.036057305,0.08957788553088904,81.31,-0.56,82.07,-0.7,0.6394813310697212,810,2400,100.0,25600,204800
2.035665,-0.035883351303637026,-0.21576223,0.08893896836787463,76.64,-0.63,81.04,-0.32,0.3511745390972558,821,2424,101.0,25856,206848
2.0931501,-0.03579021721147001,-0.2020184,0.08639168854802846,77.58,-0.2,84.73,-0.53,0.4563819153286718,818,2448,102.0,26112,208896
2.1585624,-0.034964781859889625,-0.07750456,0.08073149733245373,78.73,-0.31,82.7,-0.63,0.46465514728238577,812,2472,103.0,26368,210944
2.2073493,-0.036808457178995016,-0.18261692,0.09071525856852532,78.3,-0.26,84.15,-0.65,0.5722117501344279,817,2496,104.0,26624,212992
2.1050298,-0.03437911582179368,-0.09878987,0.0880660517886281,77.26,-0.37,84.97,-0.79,0.48463187477406,812,2520,105.0,26880,215040
2.1549454,-0.036997279478237034,-0.21208961,0.08778453107923269,77.01,-0.56,82.55,-1.01,0.4530582072091056,793,2544,106.0,27136,217088
2.1473174,-0.0372147427033633,-0.068560764,0.088200922049582,77.22,-0.56,83.18,-0.91,0.4727990503710163,794,2568,107.0,27392,219136
2.1210113,-0.0369876164291054,0.037465252,0.07625051748007536,80.28,-0.43,79.45,-0.86,0.507987235727335,806,2592,108.0,27648,221184
2.044317,-0.039685754012316464,-0.12885615,0.08099777206778526,79.61,-0.24,80.64,-0.9,0.5597176800820329,801,2616,109.0,27904,223232
2.172277,-0.038942862804979085,0.20241289,0.07445206839591265,78.84,-0.13,79.73,-0.33,0.4120143624756816,817,2640,110.0,28160,225280
2.0969455,-0.03999605217948556,0.12445048,0.07183875594288111,78.17,-0.06,79.11,-0.49,0.4551330324453937,824,2664,111.0,28416,227328
2.110669,-0.03863172677345574,0.084101416,0.07084789823740721,75.69,0.03,78.62,-0.73,0.7135508766965338,801,2688,112.0,28672,229376
2.0954068,-0.040018038898706434,0.022776123,0.062301554903388026,74.11,-0.07,75.61,-0.41,0.6055988895178179,807,2712,113.0,28928,231424
2.0873704,-0.04086550537496805,-0.009480608,0.056032238770276306,77.41,0.08,78.38,-0.76,0.6150603943240043,806,2736,114.0,29184,233472
2.1425242,-0.04393819236196578,0.21401426,0.05322430418804288,77.18,0.03,78.22,-0.72,0.49853882638365776,810,2760,115.0,29440,235520
2.159464,-0.04296400268562138,0.2577847,0.05928873969241977,81.59,-0.07,77.99,-0.61,0.5543154317027605,813,2784,116.0,29696,237568
2.227324,-0.04329037267714739,0.15873575,0.062191288117319346,84.44,-0.04,82.19,-0.64,0.5263311805323079,810,2808,117.0,29952,239616
2.2078195,-0.041225913623347876,0.13992703,0.07430502597242594,84.06,-0.39,79.97,-0.76,0.6282942834529253,813,2832,118.0,30208,241664
2.0970385,-0.04143907018937171,-0.17915146,0.0977907146513462,82.85,-0.6,80.28,-0.6,0.49191068522040393,816,2856,119.0,30464,243712
2.1946664,-0.03914055116474628,-0.01568446,0.09489841267466545,79.08,-0.66,77.97,-0.63,0.5960796518457123,814,2880,120.0,30720,245760
2.1434433,-0.037864488139748576,0.14897098,0.09508238561451435,78.18,-0.68,77.74,-0.49,0.31061755345585773,803,2904,121.0,30976,247808
2.0179627,-0.03893860788084567,-0.045600012,0.08851887546479702,78.16,-0.37,79.75,-0.55,0.4261145527467761,806,2928,122.0,31232,249856
2.0677998,-0.03960774350911379,0.041771393,0.0738403744623065,82.42,-0.26,81.68,-0.89,0.3485147872133679,813,2952,123.0,31488,251904
2.04566,-0.03815389357507229,-0.020338394,0.07313701193779706,83.84,-0.22,80.57,-0.77,0.772199642375131,806,2976,124.0,31744,253952
1.9901791,-0.037300467444583776,-0.008324585,0.07898285124450923,81.96,-0.22,79.71,-0.9,0.6189456948359071,802,3000,125.0,32000,256000
2.0577345,-0.03703952028416097,0.17712082,0.08032413437962532,78.96,-0.18,76.05,-1.07,0.5979985081313446,783,3024,126.0,32256,258048
2.0273411,-0.035023344941437246,0.07017156,0.07586115937680006,73.77,-0.15,77.09,-0.83,0.4034245027028208,781,3048,127.0,32512,260096
2.0752199,-0.03806224000640213,0.09720864,0.07210939828306437,76.52,-0.09,77.46,-1.31,0.31951074877830266,799,3072,128.0,32768,262144
2.0916824,-0.036499383514747026,0.07767401,0.0664407543092966,76.81,0.05,79.73,-1.35,0.41118567663284933,796,3096,129.0,33024,264192
1.9827784,-0.03770746578462422,0.037346307,0.06264020338654518,79.11,0.24,79.32,-1.0,0.4001669738902216,776,3120,130.0,33280,266240
2.1062477,-0.03570927337743342,0.06022942,0.06750724893063306,78.03,0.14,80.53,-0.97,0.30444496657593345,765,3144,131.0,33536,268288
2.0573418,-0.03926188088022173,-0.014915256,0.07735466774553061,78.72,0.27,80.37,-0.75,0.28408429994970974,761,3168,132.0,33792,270336
2.0068877,-0.03771044268272817,0.011517586,0.09080380231142043,78.61,0.04,78.54,-0.73,0.43047407932681125,773,3192,133.0,34048,272384
2.019494,-0.03858367303386331,0.07465991,0.08968747552484274,79.52,-0.03,80.67,-0.88,0.358767293809091,798,3216,134.0,34304,274432
2.0584042,-0.03926458603702485,0.12987196,0.08609149847179651,77.86,0.23,81.0,-0.8,0.26475420525562254,810,3240,135.0,34560,276480
2.0761495,-0.0415729655046016,0.22084318,0.08554801519960165,80.27,0.13,83.42,-0.78,0.2748610858804921,826,3264,136.0,34816,278528
1.9973558,-0.041278212321922185,0.014750319,0.07294755820184946,79.33,0.27,83.47,-1.05,0.46769069905597116,815,3288,137.0,35072,280576
1.9932109,-0.03962756976485252,0.0015672703,0.08009799327701331,77.21,0.16,83.63,-0.93,0.3649756160977127,822,3312,138.0,35328,282624
1.8925418,-0.040681521017104386,0.071142115,0.09336070265620947,80.5,-0.11,82.58,-1.08,0.23169138934840106,824,3336,139.0,35584,284672
1.7879951,-0.04194388262927532,-0.05263553,0.09069756727665662,76.69,-0.02,82.52,-0.99,0.3766478012896407,822,3360,140.0,35840,286720
1.7673062,-0.03946998303756118,0.09301192,0.09839102651923895,76.75,-0.28,82.17,-0.93,0.24314030671519482,819,3384,141.0,36096,288768
1.7955393,-0.040063024256378414,0.05609349,0.0863742234185338,79.27,-0.01,83.06,-1.05,0.26474101932701355,820,3408,142.0,36352,290816
1.7993011,-0.03936752361245453,0.13359253,0.0785454297810793,79.14,-0.12,82.57,-0.94,0.4122184543529819,818,3432,143.0,36608,292864
1.7641366,-0.0383222514949739,-0.00022412682,0.07138774923980236,77.74,0.05,77.89,-0.94,0.5585147576160308,817,3456,144.0,36864,294912
1.7572373,-0.04011135146021843,0.07724931,0.0696941252425313,79.47,0.21,80.85,-0.69,0.36493512514191917,814,3480,145.0,37120,296960
1.6011444,-0.039222631165757776,0.24793299,0.06653374491259456,79.25,0.32,80.5,-0.56,0.23925626412241074,814,3504,146.0,37376,299008
1.7461061,-0.03722457045689225,0.16111377,0.07012890396639705,79.81,0.35,81.05,-0.48,0.45905953046755044,817,3528,147.0,37632,301056
1.7103333,-0.03811403496190906,0.19374442,0.07875271918252111,83.63,0.25,85.02,-0.61,0.4047426614709879,817,3552,148.0,37888,303104
1.6584272,-0.04065619888715446,0.29658255,0.07303752804175019,84.73,0.59,81.01,-0.64,0.11006143851899464,818,3576,149.0,38144,305152
1.6332108,-0.039346600472927096,0.24489021,0.09024812463670968,84.6,0.28,82.02,-0.43,0.4710371102718781,812,3600,150.0,38400,307200
1.709748,-0.03931205668486655,0.18340087,0.08940020758658647,86.21,0.39,82.63,-0.47,0.21164836944102694,815,3624,151.0,38656,309248
1.8497068,-0.04111793432384729,0.27804887,0.08581041883677244,82.62,0.47,82.47,-0.36,0.28526987387430514,818,3648,152.0,38912,311296
1.7115281,-0.040325512485578655,0.19499259,0.09483229473233223,84.41,0.17,84.21,-0.37,0.29660240102934154,819,3672,153.0,39168,313344
1.7921023,-0.0382003063056618,0.12588681,0.08712488036602735,84.52,0.34,87.19,-0.41,0.35041017012538844,819,3696,154.0,39424,315392
1.7874097,-0.03784745367243886,0.050414883,0.09524409689009189,85.79,0.16,85.7,-0.9,0.5616619058036314,820,3720,155.0,39680,317440
1.8574985,-0.03667596719227731,-0.049735744,0.11305611338466406,86.29,-0.11,85.3,-0.76,0.3811232618588868,821,3744,156.0,39936,319488
1.7162323,-0.03611845352686942,0.078133896,0.12154340829700232,84.93,-0.09,82.95,-0.81,0.33363385093490117,818,3768,157.0,40192,321536
1.8068019,-0.0374802162591368,0.08770397,0.11923120759427547,85.59,-0.15,80.72,-0.92,0.4919728983248345,817,3792,158.0,40448,323584
1.8870122,-0.038253995580598714,0.3078383,0.10652925262227654,81.82,-0.15,81.66,-0.46,0.3741001377825406,814,3816,159.0,40704,325632
1.9236447,-0.03881831305101514,0.16161501,0.08376126801595092,78.19,0.44,82.59,-0.59,0.4550436451521378,814,3840,160.0,40960,327680
1.8510429,-0.0399579447414726,0.09757783,0.0801346099190414,78.5,0.24,85.36,-0.41,0.4851519211793419,815,3864,161.0,41216,329728
1.8274795,-0.03980815247632563,0.1432069,0.0728027562238276,77.94,0.21,83.76,-0.29,0.5135041706242895,819,3888,162.0,41472,331776
1.8764082,-0.04145811511203647,0.21644992,0.07646563777700066,79.22,0.38,83.48,-0.6,0.4760820477116813,818,3912,163.0,41728,333824
1.8739742,-0.04129688626155257,0.10591855,0.08365072149783373,77.53,0.17,80.57,-0.44,0.5125042949711378,817,3936,164.0,41984,335872
1.7555164,-0.03967307733371854,0.14587866,0.0704292343556881,74.63,0.29,81.33,-0.73,0.5751485193321664,820,3960,165.0,42240,337920
1.625917,-0.04090708676725626,-0.005279056,0.07444302663207054,71.65,0.03,82.62,-0.7,0.513233250046375,823,3984,166.0,42496,339968
1.8373576,-0.041225486462935806,0.17686675,0.06751683477312326,71.34,0.15,80.95,-0.56,0.4528338176796364,825,4008,167.0,42752,342016
1.8780912,-0.03695992334745824,0.21969813,0.062151900865137576,73.86,0.32,85.94,-0.42,0.3430244056951357,824,4032,168.0,43008,344064
1.8241119,-0.042168304920196534,0.2419842,0.05965127246454358,75.9,0.41,80.48,-0.51,0.4214873207408192,822,4056,169.0,43264,346112
1.9105843,-0.038554230332374574,0.2186864,0.06486931240186095,80.11,0.48,81.62,-0.82,0.36054186697782553,825,4080,170.0,43520,348160
1.8170481,-0.0353287959843874,0.2923062,0.06692033713683486,79.6,0.32,81.84,-0.68,0.39889734931275656,823,4104,171.0,43776,350208
1.974976,-0.036038257610052825,0.20228492,0.06695201518014074,79.02,0.47,78.2,-0.76,0.2714697386983984,826,4128,172.0,44032,352256
1.9284372,-0.03666139783337712,0.25166667,0.06986565658822656,80.98,0.41,78.67,-0.47,0.4333076584923573,825,4152,173.0,44288,354304
1.861454,-0.037891677599400285,0.15592077,0.06485572509467602,79.82,0.54,76.25,-0.13,0.3255646861142024,825,4176,174.0,44544,356352
1.8541144,-0.03762461300939322,0.15443213,0.07341927729547024,81.98,0.78,77.23,-0.28,0.4074127915291802,822,4200,175.0,44800,358400
1.7974874,-0.0381349023245275,0.20734045,0.08415335588157177,82.23,0.33,77.4,-0.54,0.388159814953847,822,4224,176.0,45056,360448
1.9907719,-0.036830736733973024,0.17075956,0.08751711789518594,79.13,0.18,79.49,-0.53,0.33374275685674715,820,4248,177.0,45312,362496
1.825014,-0.03902689976617694,0.094402604,0.08614870749413966,79.77,0.28,79.69,-0.71,0.6121545178609842,818,4272,178.0,45568,364544
1.9261502,-0.041925277207046745,0.25420678,0.08723130509257317,78.44,0.32,77.11,-0.46,0.396480282850577,824,4296,179.0,45824,366592
1.8571687,-0.04209047948941588,0.08818318,0.08339031286537647,78.01,0.43,78.87,-0.57,0.5174165161395943,821,4320,180.0,46080,368640
1.8348318,-0.041959685748443006,0.16287717,0.09221453048288822,79.94,0.45,80.97,-0.51,0.5384831945284878,819,4344,181.0,46336,370688
1.8069464,-0.04284194312058389,0.35443982,0.10407045539468526,82.46,0.25,81.63,-0.64,0.4692931698303381,827,4368,182.0,46592,372736
1.870916,-0.04132755940780044,0.3197958,0.1052794061228633,82.24,0.14,86.48,-0.62,0.4588626959278522,819,4392,183.0,46848,374784
1.8554465,-0.03979284749366343,0.35202637,0.0984597173705697,80.4,0.34,83.81,-0.41,0.47663188506521337,820,4416,184.0,47104,376832
1.7905632,-0.03953045898117125,0.13396344,0.08616594932973384,78.91,0.33,81.37,-0.38,0.5259790788631534,815,4440,185.0,47360,378880
1.757969,-0.03667175613343716,0.37600565,0.0731277295947075,76.69,0.45,81.94,-0.47,0.25893623487860284,822,4464,186.0,47616,380928
1.819589,-0.03508793148677796,0.24902539,0.06792688220739365,75.44,0.6,80.8,-0.3,0.5030644153126247,823,4488,187.0,47872,382976
1.8969443,-0.03860531299840659,0.3846174,0.06443888418376446,79.3,0.46,77.71,-0.3,0.5554148017948939,823,4512,188.0,48128,385024
1.9112152,-0.03979627154301852,0.33295366,0.06947985116392374,80.44,0.46,79.43,-0.49,0.23311706032145785,818,4536,189.0,48384,387072
