average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
1.7198493,-1.3969838619232178e-09,7.6291933,0.700579147785902,nan,nan,87.0,0.0,0.21844817134161132,189,24,1.0,256,256
1.6814761,-9.35203085343043e-09,8.452761,0.44107637243966263,420.0,28.0,253.5,4.5,0.9048551420362907,193,48,2.0,512,512
1.6050938,-3.3087821470366585e-08,9.178539,0.31478525129043394,420.0,28.0,188.33333333333334,0.6666667,0.13982461125592927,193,72,3.0,768,768
1.6486175,-3.001575047771136e-08,8.700078,0.2952329267282039,299.3333333333333,20.666666,246.25,9.5,0.961901169401767,193,96,4.0,1024,1024
1.5397903,0.001741479616612196,9.204135,0.3659969802945852,282.25,17.5,246.25,9.5,0.834740613021145,194,120,5.0,1280,1280
1.489334,-0.0015400831028819083,9.311575,0.3582347435504198,282.25,17.5,281.0,10.4,0.010643357434741985,195,144,6.0,1536,1536
1.5234776,0.0037067674286663534,8.853667,0.4200482999905944,265.5,15.666667,281.0,10.4,0.9428360082439088,195,168,7.0,1792,1792
1.4641503,-0.0016543379612267018,9.475818,1.127434782013297,249.625,12.5,277.2857142857143,12.857142,0.6224562269431795,195,192,8.0,2048,2048
1.5259982,0.0005281772278249264,9.645106,0.948553505577147,249.625,12.5,277.2857142857143,12.857142,0.14334237945193629,195,216,9.0,2304,2304
1.482729,-0.002739705201238394,10.017631,0.8911521546915173,268.55555555555554,14.555555,280.22222222222223,12.777778,0.47577632238145084,193,240,10.0,2560,2560
1.414514,0.0009198600426316261,10.367552,0.8290983357280493,268.55555555555554,14.555555,280.22222222222223,12.777778,0.4387366168081487,195,264,11.0,2816,2816
