average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.4985497,-0.023266879804432393,-0.23184215,0.06842654906213283,76.38,-0.54,76.72,-1.2,0.5972852637574358,804,936,39.0,9984,79872
2.4992383,-0.023142230799421667,-0.11821439,0.062247851602733134,74.86,-0.44,76.49,-1.5,0.48810089056354666,810,960,40.0,10240,81920
2.5008461,-0.02307975956238806,-0.0012591138,0.08962864808738231,76.35,-0.69,78.3,-1.51,0.25945532586695785,807,984,41.0,10496,83968
2.4239433,-0.02253820013254881,-0.15225436,0.10540832031518221,76.37,-0.79,78.76,-1.41,0.5160283853345848,803,1008,42.0,10752,86016
2.4880447,-0.024460017923265697,-0.103167884,0.12592542488127947,77.47,-1.25,79.86,-1.5,0.35929538554826324,807,1032,43.0,11008,88064
2.523719,-0.023936194609850647,-0.020901764,0.13383855029940606,79.62,-1.26,79.92,-1.31,0.2593186493810199,807,1056,44.0,11264,90112
2.5054605,-0.027743076803162695,-0.14434049,0.1118926739692688,81.06,-0.97,79.19,-1.2,0.318863116124369,807,1080,45.0,11520,92160
2.4818108,-0.027591251116245986,-0.17182276,0.10049617193639278,83.51,-1.06,80.2,-1.08,0.300095005432816,808,1104,46.0,11776,94208
2.5065382,-0.029479844942688942,-0.13360712,0.09783324576914311,80.16,-0.87,80.46,-1.57,0.4024588582986983,806,1128,47.0,12032,96256
2.4998407,-0.028314592158421872,-0.006546399,0.09986582666635513,80.25,-0.97,81.32,-1.7,0.26184885818736003,803,1152,48.0,12288,98304
2.4994838,-0.028517828937619925,-0.09780065,0.09778069034218788,81.38,-0.93,82.23,-1.59,0.503801440039626,805,1176,49.0,12544,100352
2.5568688,-0.028896113228984176,-0.10516739,0.09894545637071132,79.9,-0.84,80.76,-1.47,0.5730730118511471,801,1200,50.0,12800,102400
2.5322099,-0.028281647129915655,-0.15406543,0.08702960785478353,79.43,-0.9,79.29,-1.07,0.5318518968649104,803,1224,51.0,13056,104448
2.4945047,-0.028681612969376147,-0.2158713,0.09106673043221235,77.45,-1.01,80.48,-0.97,0.29047350299653896,806,1248,52.0,13312,106496
2.404617,-0.028714825105853378,-0.34809715,0.09095358885824681,79.6,-0.91,78.83,-1.28,0.4527926529226972,805,1272,53.0,13568,108544
2.45217,-0.03013830476440489,-0.2602616,0.08739627536386252,79.53,-0.77,79.7,-1.19,0.5261573882816449,811,1296,54.0,13824,110592
2.4132826,-0.029845367427915336,-0.20038098,0.08672853790223599,79.22,-0.88,81.72,-1.41,0.5222336860260914,807,1320,55.0,14080,112640
2.332102,-0.029302068641409277,-0.24081068,0.08697937823832035,75.62,-0.69,81.32,-1.63,0.5839752362188878,806,1344,56.0,14336,114688
2.3997989,-0.031634060023352506,-0.24119778,0.08544483672827483,73.21,-0.56,79.49,-1.14,0.32273434458191186,798,1368,57.0,14592,116736
2.4074004,-0.030404952354729176,-0.22908983,0.08472534336149692,73.53,-0.45,79.16,-1.27,0.6743950699165309,800,1392,58.0,14848,118784
2.4324138,-0.031094957254827024,-0.26149,0.08336722426116466,78.18,-0.59,77.04,-1.31,0.643351119472322,799,1416,59.0,15104,120832
2.3696523,-0.030114865032956004,-0.17587179,0.07736445836722851,81.17,-0.6,77.96,-1.91,0.6760410019893128,799,1440,60.0,15360,122880
2.3634644,-0.03078456297516823,-0.14049216,0.0762894408032298,83.2,-0.71,81.26,-2.12,0.5980805155310911,806,1464,61.0,15616,124928
2.3624425,-0.031089055445045234,0.01959095,0.08203020580112934,81.36,-0.76,82.63,-2.14,0.47117722545077645,809,1488,62.0,15872,126976
2.4335942,-0.03008994249626994,-0.11068468,0.08158124096691609,76.24,-0.45,81.96,-1.78,0.48697871739873044,810,1512,63.0,16128,129024
2.3785489,-0.03055509811267257,0.03928621,0.08099494896829128,74.98,-0.39,81.94,-1.36,0.31769063449909507,805,1536,64.0,16384,131072
2.37741,-0.031620929660275576,-0.1313538,0.08213305085897446,75.83,-0.38,80.59,-1.37,0.6089250785178801,797,1560,65.0,16640,133120
2.4092495,-0.03225642565637827,-0.04855393,0.07434894792735576,76.21,-0.42,80.62,-1.34,0.644508917666908,801,1584,66.0,16896,135168
2.3696055,-0.029397316658869386,-0.08117372,0.07760371625423432,76.49,-0.45,81.92,-1.52,0.5595397560106282,803,1608,67.0,17152,137216
2.4142203,-0.030652230959385632,-0.03724702,0.08134902220219374,75.69,-0.57,81.16,-1.29,0.45726107328391874,806,1632,68.0,17408,139264
2.3622105,-0.03000302517786622,0.084250115,0.08690750554203987,74.75,-0.7,81.55,-0.91,0.5470853720582052,806,1656,69.0,17664,141312
2.4868174,-0.029674652088433503,0.06974217,0.10007809847593307,76.08,-0.75,80.91,-0.84,0.35583939072804116,805,1680,70.0,17920,143360
2.4875166,-0.031934402659535406,0.047943357,0.10271851118654013,75.93,-0.83,80.19,-0.41,0.4638011790775287,806,1704,71.0,18176,145408
2.4231486,-0.0342373887822032,-0.07326594,0.09717756919562817,79.95,-0.82,78.71,-0.83,0.5361924691068964,806,1728,72.0,18432,147456
2.413983,-0.03572413648478687,-0.08704855,0.08764381729066371,79.37,-0.56,77.52,-1.32,0.6968699364854816,806,1752,73.0,18688,149504
2.3602529,-0.03496056260541081,0.014712982,0.07142823992297054,79.41,-0.5,80.9,-1.24,0.6173294832202727,799,1776,74.0,18944,151552
2.355926,-0.03513717503752559,0.057494223,0.060390647258609535,76.93,-0.27,77.77,-1.5,0.538580363292577,801,1800,75.0,19200,153600
2.36949,-0.033343032370321456,-0.09245613,0.05607419790700078,75.0,-0.22,78.82,-1.4,0.7506867230775129,801,1824,76.0,19456,155648
2.4255066,-0.03455403591040522,-0.38837194,0.0709638093970716,77.54,-0.61,81.0,-1.23,0.6330645097517797,799,1848,77.0,19712,157696
2.382606,-0.03648655732627958,-0.14224382,0.069557329043746,77.65,-0.79,78.03,-1.36,0.7172668563401221,802,1872,78.0,19968,159744
2.3613646,-0.0365468059387058,-0.2062283,0.07709347715601325,79.99,-0.88,81.34,-1.61,0.631526203089128,804,1896,79.0,20224,161792
2.3632872,-0.03627467130310833,0.026706005,0.07611651061102748,79.77,-0.86,79.53,-1.54,0.6649808753085977,806,1920,80.0,20480,163840
2.4045465,-0.03565127165522426,-0.14668813,0.0633418520912528,79.16,-0.28,77.41,-1.31,0.6067580412948973,813,1944,81.0,20736,165888
2.3645747,-0.03720385063905269,-0.1956204,0.060417361371219155,79.65,-0.26,78.62,-0.76,0.6916778119887184,812,1968,82.0,20992,167936
2.3822567,-0.03519089946057648,-0.06820497,0.06447099335491657,77.42,-0.37,79.45,-0.63,0.649791553577796,816,1992,83.0,21248,169984
2.382491,-0.03566414454486221,-0.15991928,0.07242533396929503,77.7,-0.54,82.14,-1.13,0.672288008877487,807,2016,84.0,21504,172032
2.3463678,-0.03518836487084627,-0.10010546,0.08086348498240113,78.23,-0.85,81.84,-1.24,0.4413478190679091,807,2040,85.0,21760,174080
2.3500404,-0.032578302072361114,-0.086509,0.08444042433053255,75.16,-0.72,79.93,-1.28,0.32593618170610483,805,2064,86.0,22016,176128
2.373513,-0.0341244026646018,-0.023383873,0.08661202307790518,76.55,-0.57,77.82,-0.87,0.45587864867012806,805,2088,87.0,22272,178176
2.3119073,-0.03374056516215205,0.0791359,0.07757209956645966,73.4,-0.26,76.64,-0.67,0.6248353222302407,806,2112,88.0,22528,180224
2.2357223,-0.0336793833039701,0.113130584,0.07630382522940636,74.03,0.02,76.77,-0.6,0.4690152627880987,809,2136,89.0,22784,182272
2.2892358,-0.03635668526403606,0.07777875,0.06989347241818905,75.47,0.05,78.68,-0.76,0.6428765271303172,807,2160,90.0,23040,184320
2.307678,-0.036336517399176954,0.04151981,0.060262521989643575,76.57,0.39,78.14,-1.09,0.3938423156275246,799,2184,91.0,23296,186368
2.2545156,-0.03686435494571924,-0.07731486,0.05991517398506403,79.64,0.08,81.31,-1.14,0.3571862089200367,801,2208,92.0,23552,188416
2.213833,-0.03731774554587901,0.099619195,0.06412836361676455,79.18,0.06,80.69,-1.17,0.48834676760962015,803,2232,93.0,23808,190464
2.2735167,-0.037756702415645126,0.015511471,0.07180103139951825,78.89,-0.1,79.22,-1.05,0.40561860659392923,799,2256,94.0,24064,192512
2.2680907,-0.0373184533463791,0.024768852,0.07302554216235876,77.24,-0.2,80.71,-1.05,0.5485463411906963,808,2280,95.0,24320,194560
2.2015142,-0.03487110342364758,0.16300927,0.07107103325426578,73.43,0.02,77.16,-1.22,0.47717212905954787,806,2304,96.0,24576,196608
2.2847226,-0.03534916477743536,0.07459376,0.060759458020329477,72.3,0.22,78.01,-1.33,0.5317227034647186,798,2328,97.0,24832,198656
2.3075879,-0.034660234791226686,0.04983412,0.06846070062369108,73.59,0.2,76.2,-1.34,0.43543799179203846,803,2352,98.0,25088,200704
2.2445548,-0.03565272734500468,0.110250436,0.0638282822445035,73.9,0.19,74.03,-1.71,0.4511139126929449,807,2376,99.0,25344,202752
2.1633658,-0.035036119264550504,0.020150764,0.07103443130850792,73.76,0.09,77.42,-1.26,0.5725847543416528,806,2400,100.0,25600,204800
2.1184697,-0.03313141735736281,-0.0021423216,0.08473550371825694,74.95,0.04,78.21,-0.59,0.3525475395777736,803,2424,101.0,25856,206848
2.2226026,-0.034113667220808566,0.123696536,0.08094278424978256,74.6,-0.3,76.02,-0.56,0.6501602708814378,806,2448,102.0,26112,208896
2.1133797,-0.03398831239435822,-0.26137462,0.0822030059248209,75.13,-0.3,76.69,-0.14,0.7470614397306949,807,2472,103.0,26368,210944
2.1645596,-0.03592245556879789,0.007632765,0.08634139176458121,75.32,-0.29,75.47,-0.68,0.5535746241701182,806,2496,104.0,26624,212992
2.0867493,-0.03602356331422925,0.0632184,0.07699128918349743,78.27,-0.05,77.28,-0.78,0.522065148730751,805,2520,105.0,26880,215040
2.077458,-0.03582424516789615,0.19716045,0.06709108375012875,77.78,0.17,77.56,-0.62,0.5152580949778807,805,2544,106.0,27136,217088
2.1630497,-0.03420617736876011,0.061697043,0.0714384750276804,78.3,0.32,79.49,-0.71,0.5000352808227049,809,2568,107.0,27392,219136
2.2694955,-0.0325200723670423,0.21202134,0.06770900398492813,78.12,0.16,79.05,-0.51,0.4180393053374344,805,2592,108.0,27648,221184
2.17124,-0.032743431236594914,0.16884577,0.06139519808813929,77.99,0.13,79.69,-0.89,0.6481330460373651,797,2616,109.0,27904,223232
2.2759063,-0.03249439151957631,0.08333761,0.059778619427233934,77.85,0.38,80.54,-0.98,0.4284662091580932,796,2640,110.0,28160,225280
2.2663333,-0.03403192537836731,0.16166338,0.054280407428741455,77.93,0.09,80.71,-1.05,0.6734147961955796,795,2664,111.0,28416,227328
2.2353911,-0.03511306952685118,0.23538528,0.05108444029465318,76.73,0.28,82.94,-1.09,0.5767070211406564,801,2688,112.0,28672,229376
2.2396672,-0.0347749743051827,0.038682997,0.06243000457063317,76.56,0.13,79.88,-1.08,0.38659431989389215,810,2712,113.0,28928,231424
2.1828349,-0.03265692479908466,0.17769182,0.0676619155332446,76.09,0.12,81.44,-0.86,0.5061578489284555,806,2736,114.0,29184,233472
2.19094,-0.03418653333559632,0.17315601,0.07065350519493223,75.23,0.05,81.46,-1.07,0.5916490239792556,808,2760,115.0,29440,235520
2.146627,-0.03373279406689107,0.10190632,0.07850769329816103,73.59,-0.07,78.19,-1.01,0.5679387477167067,805,2784,116.0,29696,237568
2.2117994,-0.034204862657934425,0.113074124,0.07276137433946132,70.67,0.09,79.43,-0.95,0.7825095314457358,806,2808,117.0,29952,239616
2.2137597,-0.037293105535209176,0.23327373,0.06516548454761505,72.27,0.1,78.52,-1.3,0.6209845994235415,803,2832,118.0,30208,241664
2.0702586,-0.03752305123955011,0.26395947,0.0681298852711916,71.91,0.09,78.14,-1.35,0.3884886467093076,800,2856,119.0,30464,243712
2.1477149,-0.03712356554344296,0.22481298,0.06526560563594103,75.18,-0.05,81.25,-1.63,0.4805348577569971,799,2880,120.0,30720,245760
2.177078,-0.036445806603878736,0.10640251,0.06638907134532929,77.34,0.13,75.39,-1.42,0.381161940966925,800,2904,121.0,30976,247808
2.2115607,-0.034946436723694206,0.049877122,0.07555963180959224,75.69,-0.03,75.17,-1.15,0.5466422792113623,803,2928,122.0,31232,249856
2.1774364,-0.03433366262353957,0.11988142,0.06858570639044047,74.65,0.23,75.43,-0.94,0.5340572931279537,802,2952,123.0,31488,251904
2.2208056,-0.035017028963193295,0.06848099,0.07188234973698854,74.85,0.2,76.67,-0.98,0.5420931180826267,799,2976,124.0,31744,253952
2.247172,-0.03602682244963944,-0.09174608,0.07910203576087951,74.72,0.18,78.97,-0.97,0.5430746426251913,807,3000,125.0,32000,256000
2.1867783,-0.03523403628729284,0.13119592,0.0786282067373395,73.91,0.19,81.67,-1.18,0.24442893244111552,806,3024,126.0,32256,258048
2.1152446,-0.03408987047616392,-0.07470907,0.08015155501663684,73.4,0.08,79.15,-1.04,0.6783435462775977,806,3048,127.0,32512,260096
2.065715,-0.03464671159628779,0.1282135,0.08201997112482787,73.4,0.2,78.68,-0.87,0.3854308285521526,806,3072,128.0,32768,262144
1.9254353,-0.03479282843414694,0.247535,0.07167500961571932,73.37,0.4,83.24,-0.68,0.5231406755562001,807,3096,129.0,33024,264192
2.0258214,-0.03386668839957565,0.23431402,0.07688568938523531,76.54,0.21,80.73,-0.4,0.5639425000791507,804,3120,130.0,33280,266240
2.0616753,-0.03363238541409373,0.14975616,0.08079205445945263,75.12,0.09,81.02,-0.36,0.540181072925118,803,3144,131.0,33536,268288
1.9679626,-0.03508697871118784,0.15189947,0.07414119642227888,76.56,-0.06,81.61,-0.26,0.6442993863130094,801,3168,132.0,33792,270336
2.1540642,-0.0331433205679059,-0.040077012,0.07174708288162947,75.17,0.08,78.28,0.03,0.5669672128214287,802,3192,133.0,34048,272384
2.031334,-0.03486740480177104,0.2771992,0.06396626010537147,76.59,0.23,77.52,-0.53,0.6651740124810307,808,3216,134.0,34304,274432
1.9935669,-0.03225837308913469,0.15841344,0.05562843345105648,75.82,0.63,76.5,-0.82,0.5601055734621654,810,3240,135.0,34560,276480
2.0591376,-0.03359665033407509,0.16414218,0.05708229802548885,75.37,0.63,76.26,-1.33,0.24659563637766513,809,3264,136.0,34816,278528
2.1233993,-0.03295760321430862,0.24381071,0.08641694515943527,75.95,0.29,79.42,-2.02,0.24605651713532473,808,3288,137.0,35072,280576
2.2099078,-0.0330216811131686,0.006389498,0.09313768327236176,74.6,0.14,84.28,-1.87,0.43403951774011096,805,3312,138.0,35328,282624
2.2050214,-0.0339719289727509,0.04075282,0.09999264564365148,76.7,-0.26,82.29,-1.71,0.34253727427125213,799,3336,139.0,35584,284672
2.1704764,-0.03657365964725614,-3.5915375e-06,0.10720679350197315,78.72,-0.28,84.31,-1.41,0.15734005339752755,803,3360,140.0,35840,286720
2.1433735,-0.036965410290285945,0.17360285,0.08680001698434353,79.76,0.01,81.13,-1.06,0.48031385976960816,809,3384,141.0,36096,288768
2.0209682,-0.035507334172725676,0.23042482,0.074827667362988,79.47,0.32,80.19,-1.26,0.6418194071656678,806,3408,142.0,36352,290816
2.1599975,-0.03653877129778266,0.2797386,0.08006238300353288,78.42,0.43,81.52,-1.31,0.45962381694892096,806,3432,143.0,36608,292864
2.1337118,-0.03637328293174505,0.34710398,0.07552992850542069,77.55,0.47,83.83,-1.01,0.6703516342983615,797,3456,144.0,36864,294912
2.0461137,-0.03762913590297103,0.09913803,0.07625766612589359,75.13,0.43,84.5,-1.14,0.5239027887994936,806,3480,145.0,37120,296960
1.9903018,-0.036746971141546965,0.19867091,0.07827405489981175,75.53,0.26,81.62,-0.87,0.7205720612409462,807,3504,146.0,37376,299008
2.0435684,-0.03774050030857325,0.08654082,0.07015894334763288,74.36,0.35,85.71,-0.86,0.7201536506283751,808,3528,147.0,37632,301056
1.9873567,-0.03632214312441647,0.1798635,0.062142314463853834,73.03,0.38,82.17,-0.93,0.6683773051849494,804,3552,148.0,37888,303104
2.0101764,-0.04038534165360033,0.24405399,0.057678815200924875,78.85,0.47,82.26,-0.79,0.47016944510002845,801,3576,149.0,38144,305152
1.8648013,-0.039492713157087564,0.22969756,0.06484750289469958,78.03,0.51,84.0,-0.98,0.44047515446303076,799,3600,150.0,38400,307200
1.9900959,-0.03808753542602062,0.10537353,0.05891564682126045,79.94,0.72,83.28,-1.05,0.7838985669772015,799,3624,151.0,38656,309248
1.8866407,-0.03671479975804687,0.16524887,0.07473129268735647,81.89,0.41,81.94,-1.27,0.5424821161000946,802,3648,152.0,38912,311296
1.945177,-0.03653446529060602,0.2348098,0.0766523114964366,77.42,0.47,80.99,-1.24,0.5460346544299965,806,3672,153.0,39168,313344
1.9446367,-0.034059358965605496,0.2695069,0.07285331726074219,79.69,0.4,80.39,-1.02,0.5699472189456636,806,3696,154.0,39424,315392
1.8389856,-0.03448923302814364,0.29655272,0.09709909942001105,78.82,0.1,79.34,-1.07,0.5465975624675303,798,3720,155.0,39680,317440
1.895531,-0.03295102823525667,0.23574224,0.08434204395860434,77.37,0.32,79.44,-0.69,0.47160775566883173,794,3744,156.0,39936,319488
1.8635819,-0.032696471977978946,0.37666747,0.08168548908084632,75.85,0.27,82.16,-0.58,0.588641667812458,802,3768,157.0,40192,321536
1.7947026,-0.032318689348176124,0.35737482,0.07931508060544729,73.59,0.3,80.88,-0.49,0.7205991570509978,800,3792,158.0,40448,323584
1.8068173,-0.032774449326097965,0.28858733,0.060848600566387176,74.85,0.6,83.15,-0.51,0.37041818385335756,807,3816,159.0,40704,325632
1.8461709,-0.035351117346435784,0.32552418,0.061920897550880906,77.24,0.59,84.21,-0.5,0.5647501902292807,804,3840,160.0,40960,327680
1.7038318,-0.03391302556730807,0.4334721,0.06580054350197315,78.8,0.57,83.12,-0.69,0.672320245746469,797,3864,161.0,41216,329728
1.7654815,-0.03245120542123914,0.4210103,0.0697131935507059,78.03,0.42,82.66,-0.83,0.6400948067296758,796,3888,162.0,41472,331776
1.8997259,-0.03212892130948603,0.38850474,0.0652487431652844,76.4,0.61,82.27,-1.1,0.6922696668550314,803,3912,163.0,41728,333824
1.9262985,-0.03575623448938131,0.21609963,0.06569936132058501,75.87,0.8,80.2,-1.14,0.615044587733893,802,3936,164.0,41984,335872
1.9319471,-0.03604325719177723,0.41317424,0.06341141616925597,73.13,0.89,81.79,-1.13,0.5963496294598523,798,3960,165.0,42240,337920
1.8290275,-0.039534542076289654,0.30014798,0.05752533707767725,74.14,0.72,82.59,-1.28,0.6875534414166173,805,3984,166.0,42496,339968
1.9719176,-0.04066901395097375,0.23761506,0.061894320379942656,75.22,0.46,84.77,-1.13,0.72812566766483,803,4008,167.0,42752,342016
1.9349566,-0.037599633876234294,0.2056554,0.059621779825538394,75.77,0.63,86.42,-1.26,0.6688540889719696,799,4032,168.0,43008,344064
1.8731272,-0.03714879086241126,0.42537975,0.05526580711826682,79.02,0.67,84.95,-1.32,0.7256739835652477,796,4056,169.0,43264,346112
1.7872363,-0.03748552243225276,0.2203831,0.0655397693067789,80.33,0.66,87.09,-1.01,0.6152848189803877,798,4080,170.0,43520,348160
1.6987389,-0.03655188851989806,0.13234903,0.06293921548873187,79.57,0.59,82.98,-1.16,0.7086668210914302,799,4104,171.0,43776,350208
1.7532822,-0.03589352650567889,0.18187603,0.06575294464826584,78.29,0.44,84.61,-1.34,0.6656484385769789,805,4128,172.0,44032,352256
1.776115,-0.03629775686189532,0.1893739,0.06510354632511735,77.32,0.37,83.48,-1.44,0.43678217344541703,808,4152,173.0,44288,354304
1.7813888,-0.03451784012839198,0.20399772,0.06690423911437392,77.35,0.68,82.83,-1.59,0.6325918571125917,802,4176,174.0,44544,356352
1.6502795,-0.03427739143371582,0.20767422,0.06615137366577983,78.7,0.76,81.13,-1.26,0.7230778248379239,804,4200,175.0,44800,358400
1.6284668,-0.03662692341953516,0.34560677,0.06451315751299262,78.59,0.74,79.28,-1.09,0.6690443485611427,801,4224,176.0,45056,360448
1.8324145,-0.03577716301195324,0.24250732,0.06595251802355051,77.84,0.74,75.11,-0.96,0.7807844861414084,804,4248,177.0,45312,362496
1.6918912,-0.035249586971476676,0.34602442,0.06275744464248419,77.47,0.61,73.18,-0.85,0.7681991592906431,801,4272,178.0,45568,364544
1.5928708,-0.03179960384964943,0.28765127,0.06116832230240107,75.31,0.69,74.3,-1.29,0.5059133463287828,803,4296,179.0,45824,366592
1.7843528,-0.034335447521880266,0.13267066,0.0727977603673935,74.61,0.25,76.38,-0.97,0.6906879749067514,802,4320,180.0,46080,368640
1.815531,-0.03306406307965517,0.20535403,0.07628715272992849,77.95,0.25,78.35,-0.69,0.6738698203820513,802,4344,181.0,46336,370688
1.8150226,-0.034762973124161364,0.22664376,0.07770059794187546,80.57,0.26,80.39,-1.03,0.36143824211937203,806,4368,182.0,46592,372736
1.7100395,-0.03641487418906763,0.2725504,0.08651710636913776,83.76,0.06,82.73,-0.56,0.5939246145784844,807,4392,183.0,46848,374784
1.8568258,-0.03483172879787162,0.17139535,0.0842601053416729,83.89,0.42,84.09,-0.73,0.4997020126966746,807,4416,184.0,47104,376832
1.8628703,-0.03278877448523417,0.19447985,0.10329271953552961,83.09,0.53,84.59,-0.82,0.5033256449819737,809,4440,185.0,47360,378880
1.7132578,-0.03268262451747432,0.23410463,0.09708638783544302,81.47,0.46,85.13,-1.08,0.5170149854407536,806,4464,186.0,47616,380928
1.7331328,-0.032062098141759636,0.23392299,0.08747912272810936,78.37,0.61,82.81,-1.17,0.566128987089795,802,4488,187.0,47872,382976
1.6798813,-0.03406640929169953,0.3646767,0.07386381834745408,79.76,0.69,79.69,-1.12,0.8279705274256277,802,4512,188.0,48128,385024
1.6993816,-0.03333921513520181,0.33244243,0.06167639631778002,80.12,0.63,80.54,-1.2,0.5066396923520249,804,4536,189.0,48384,387072
1.7362858,-0.035230386797338725,0.23140453,0.05884277861565351,80.87,0.76,80.68,-1.05,0.49952291179236796,801,4560,190.0,48640,389120
